ms,ax,ay,az,gx,gy,gz,roll_x100,pitch_x100
9887, 770, 120, 3390, -163, -68, -9, 381, -434
9897, 754, 195, 3277, -101, -88, -27, 375, -441
9907, 705, 161, 3232, -54, -110, -64, 371, -447
9917, 756, 201, 3401, -40, -113, -79, 370, -455
9927, 819, 121, 3493, -7, -91, -87, 368, -462
9937, 849, 103, 3474, -84, -58, -59, 361, -469
9947, 952, 118, 3541, -65, -28, -21, 355, -475
9957, 907, 120, 3526, -143, 3, 4, 345, -479
9967, 889, 97, 3520, -165, 42, 25, 333, -480
9977, 854, 107, 3412, -73, 95, -2, 328, -477
9987, 698, 49, 3237, -75, 106, -3, 321, -469
9997, 496, 26, 2897, -132, 39, 23, 310, -461
10007, 440, 124, 2884, -106, -36, 52, 304, -455
10017, 411, 137, 2942, -159, -111, 65, 296, -454
10027, 565, 252, 3164, -124, -127, 80, 292, -457
10037, 664, 123, 3265, -162, -123, 84, 282, -463
10047, 694, 143, 3257, -157, -138, 97, 274, -471
10057, 733, 169, 3279, -43, -112, 93, 273, -477
10067, 682, 65, 3253, -29, -134, 151, 271, -484
10077, 721, 0, 3141, 5, -109, 90, 268, -490
10087, 728, 123, 3194, 97, -119, 110, 275, -497
10097, 783, 26, 3228, 86, -104, 63, 279, -505
10107, 862, 106, 3277, -86, -83, 33, 273, -512
10117, 920, 67, 3235, -124, -70, -19, 265, -521
10127, 818, 32, 3251, -135, -66, -46, 255, -526
10137, 851, 118, 3331, -6, 16, -37, 256, -527
10147, 819, 130, 3292, -80, 49, -42, 252, -525
10157, 707, 34, 3278, -193, 35, -3, 239, -521
10167, 671, 87, 3088, -197, -9, 39, 228, -520
10177, 709, 82, 3130, -108, -76, 52, 222, -523
10187, 738, 156, 3268, -188, -133, 88, 213, -530
10197, 793, 90, 3443, -193, -163, 138, 202, -540
10207, 1004, -38, 3650, -63, -120, 194, 196, -552
10217, 1049, 4, 3708, 121, -73, 217, 202, -562
10227, 1088, 1, 3718, 163, 9, 189, 210, -567
10237, 1003, -39, 3689, 194, 3, 84, 219, -571
10247, 685, -39, 3446, 245, -6, 93, 232, -568
10257, 615, 157, 3269, 179, -46, 119, 245, -565
10267, 617, 276, 3326, 122, -129, 222, 258, -568
10277, 897, 545, 3851, 63, -124, 197, 272, -576
10287, 937, 531, 3937, -37, -56, 104, 279, -581
10297, 770, 434, 3776, -139, -34, -22, 278, -581
10307, 674, 253, 3541, -164, -83, -127, 272, -581
10318, 648, 110, 3237, -296, -151, -50, 254, -586
10327, 807, -2, 3364, -359, -183, 111, 230, -597
10337, 1148, 122, 3802, -362, -137, 195, 209, -611
10347, 1337, -288, 3728, -430, -68, 287, 174, -626
10357, 1218, -257, 3496, -242, 5, 307, 151, -635
10367, 1201, -281, 3519, -128, -9, 209, 136, -644
10377, 795, -467, 2852, -170, -78, 165, 112, -648
10387, 474, -46, 2888, -205, -199, 235, 99, -649
10397, 467, 286, 3127, -196, -247, 294, 96, -654
10407, 633, 374, 3273, -72, -265, 309, 103, -663
10417, 1000, 300, 3559, 73, -198, 213, 115, -678
10427, 1090, -138, 3439, -91, -155, 83, 106, -692
10437, 955, -58, 3181, -132, -253, 115, 97, -709
10447, 960, 606, 3396, 254, -272, 253, 130, -727
10457, 570, 846, 3159, 465, -404, 372, 182, -742
10467, 755, 716, 2781, 922, -524, 464, 259, -770
10477, 1010, 12, 2911, 1282, -728, 200, 336, -817
10487, 1126, -219, 3179, 760, -729, -61, 372, -866
10497, 1545, -126, 3762, 251, -609, -2, 379, -914
10507, 1759, -690, 3088, -59, -648, 205, 351, -972
10517, 957, -1339, 1892, -470, -972, 452, 268, -1033
10527, 334, -835, 1690, -760, -1131, 449, 185, -1079
10537, 766, -579, 2246, -291, -1215, 324, 146, -1145
10547, 1021, -952, 2957, -697, -1041, 196, 76, -1204
10557, 1631, -124, 3410, -637, -816, 293, 35, -1262
10567, 1403, -387, 3752, -285, -552, 157, 10, -1295
10577, 26874, -25205, -14820, 6071, 7791, 2940, 142, -879
10587, -6176, 17854, -21041, -1799, 1585, 3346, 306, -737
10597, -1667, 5320, 7417, 287, -3698, -548, 383, -925
10607, 10600, 1714, 9501, 2389, -1609, -206, 541, -1093
10617, 3785, 1944, 9313, 345, -180, 10, 574, -1118
10627, 2499, 2604, 7324, 492, -10, -91, 629, -1123
10637, 1980, 3200, 7844, 310, 302, -216, 677, -1102
10647, 1605, 1448, 5984, 198, 520, -672, 701, -1068
10657, 536, 150, 3545, 422, 533, -805, 719, -1018
10667, 438, -986, 2802, 644, 442, -681, 717, -972
10677, 1126, -1199, 3757, 626, 447, -531, 714, -942
10687, 1268, -1230, 3689, 469, 582, -459, 701, -909
10697, 909, -1249, 2912, 52, 571, -269, 656, -871
10707, 1112, -1019, 3024, -615, 479, -88, 580, -845
10717, 1593, 22, 3628, -1053, 637, -57, 507, -819
10727, 1495, 115, 3284, -1268, 794, -166, 425, -784
10737, 1432, 996, 3102, -1187, 755, -75, 375, -750
10747, 979, 424, 2307, -755, 669, 207, 340, -715
10757, 326, 719, 1750, -490, 311, 636, 338, -679
10767, 383, 1032, 2697, -19, 125, 615, 365, -658
10777, 131, 818, 2478, 233, 106, 619, 402, -629
10787, 363, 804, 2705, 723, 174, 504, 467, -605
10797, 525, 89, 2566, 180, 113, 225, 475, -591
10807, 599, 386, 2655, 152, 98, -1, 490, -580
10817, 1049, 320, 3498, 234, 146, -286, 505, -576
10827, 1291, 138, 3792, 161, 219, -251, 511, -573
10837, 1395, 183, 4068, 378, 335, -251, 530, -564
10847, 1607, 795, 4277, 527, 362, -88, 572, -557
10857, 1184, 751, 4291, 543, 348, 8, 612, -542
10867, 1014, 1059, 4498, 410, 313, -46, 649, -525
10877, 1081, 1015, 4524, 712, 326, -110, 703, -508
10887, 694, -193, 4480, 972, -123, 442, 746, -512
10897, 32767, -2247, -32768, 17838, 1308, 14959, 2186, -513
10907, -32768, 897, -1409, 14976, -17221, -6033, 3290, -1377
10917, 23327, -2501, 12156, 1798, -2640, -461, 3313, -1630
10927, -2514, 9020, 3464, -662, -1088, 1030, 3335, -1632
10937, 1582, 7029, 6354, 1317, -900, -354, 3438, -1667
10947, 4196, 4272, 14449, -1212, -1071, 433, 3327, -1726
10957, 2914, 3264, 10929, -1596, 493, -136, 3195, -1685
10967, 82, 225, 4901, -1853, 277, -12, 3024, -1628
10977, -996, -987, 2633, -522, -175, -192, 2904, -1565
10987, 954, -1646, 5436, -476, -43, -17, 2789, -1546
10997, 2078, -764, 6760, 62, 478, -126, 2727, -1510
11007, 1485, -801, 4710, -264, 595, -52, 2643, -1466
11017, 1245, -434, 3683, -291, 455, 119, 2564, -1430
11027, 1553, 221, 4503, -510, 287, 128, 2488, -1408
11037, 1733, 458, 4855, -542, 379, -12, 2416, -1383
11047, 1230, 163, 3806, -448, 394, -118, 2347, -1351
11057, 673, -155, 2792, -633, 318, -106, 2260, -1314
11067, 551, -356, 2375, -934, 112, -87, 2149, -1286
11077, 940, -292, 2781, -1105, 141, -53, 2033, -1269
11087, 1314, -8, 2810, -871, 214, -33, 1942, -1259
11097, 1307, 382, 2659, -453, 126, 50, 1891, -1254
11107, 1041, 790, 2448, -267, 120, 128, 1867, -1243
11117, 1158, 565, 2712, -42, 107, 110, 1848, -1235
11127, 1350, 663, 2562, 11, 47, 194, 1836, -1238
11137, 752, 312, 1817, 203, 44, 194, 1829, -1226
11147, 541, 345, 1708, 473, -78, 180, 1841, -1213
11157, 553, 81, 1664, 394, -192, 147, 1836, -1207
11167, 712, -78, 1832, 290, -253, 220, 1818, -1212
11177, 1088, 95, 2525, 247, -226, 159, 1804, -1225
11187, 1203, 355, 3088, 159, -138, 90, 1790, -1231
11197, 1239, 626, 3774, 290, 7, -124, 1790, -1227
11207, 1421, 1051, 4297, 636, 132, -206, 1818, -1216
11217, 981, 1010, 4413, 605, 79, -48, 1842, -1199
11227, 1168, 1208, 4944, 290, -70, -155, 1848, -1194
11237, 1201, 1110, 5733, -234, -161, -150, 1818, -1194
11247, 32767, -10499, -32768, -9838, 19424, 4989, 1578, -74
11257, -32768, 16422, 26306, 11811, -17765, -5070, 2329, -1063
11267, 10745, -7780, 10531, 3092, 4878, 294, 2403, -818
11277, 91, 6736, 9528, -5259, 149, 576, 2101, -790
11287, -522, 6806, 782, 2879, -1789, 918, 2387, -869
11297, 3659, 5384, 15293, -49, -1356, 547, 2373, -956
11307, 2093, 3584, 10217, -3364, -502, 747, 2158, -984
11318, 1584, 38, 6312, -1456, 519, -257, 2028, -951
11327, -158, -1519, 2948, 109, 302, -159, 1954, -899
11337, 761, -1961, 4280, -155, 118, 141, 1866, -881
11347, 1818, -823, 6067, -31, 445, 107, 1815, -860
11357, 1719, -671, 4829, -254, 520, -80, 1751, -837
11367, 1357, -492, 3416, -465, 532, -17, 1678, -813
11377, 1440, -198, 3444, -733, 452, 132, 1597, -796
11387, 1531, 403, 4023, -786, 394, 144, 1529, -782
11397, 1466, 447, 3892, -617, 488, 2, 1474, -762
11407, 1107, 230, 2869, -415, 566, -134, 1429, -734
11417, 782, -125, 2343, -301, 421, -166, 1381, -707
11427, 723, -305, 2179, -210, 452, -182, 1333, -678
11437, 892, 69, 2568, -194, 346, -62, 1300, -659
11447, 763, 498, 2612, -375, 269, 46, 1271, -642
11457, 682, 940, 2468, -295, 202, 165, 1262, -626
11467, 830, 1211, 2970, -138, 152, 172, 1266, -617
11477, 899, 1118, 2937, -152, 187, 169, 1266, -607
11487, 760, 1018, 2814, -88, 198, 88, 1269, -594
11497, 476, 616, 2805, -240, 177, 51, 1251, -574
11507, -241, 757, 1980, -420, 13, 110, 1234, -538
11517, -227, 805, 2249, -567, -406, 180, 1207, -531
11527, 428, 649, 3277, -478, -445, 127, 1174, -548
11537, 998, 442, 3842, -103, -263, 142, 1157, -568
11547, 1480, 602, 4400, 217, -127, -31, 1162, -587
11557, 1327, 564, 4623, 541, -106, -229, 1186, -601
11567, 1045, -65, 4333, 315, -158, -309, 1182, -613
11577, 948, -475, 4156, -317, -420, -233, 1131, -639
11587, -32768, 6455, 500, -9117, -3269, -6197, 708, -668
11597, 10468, 914, 23476, 18034, 833, -7655, 1798, -649
11607, -3948, 12674, -6842, 1423, 6640, 3383, 2079, -197
11617, 6771, 5944, 17168, -3549, -1858, 187, 1858, -343
11627, -961, 5925, -2732, -921, -1814, 1887, 1978, -423
11637, 3640, 5814, 12928, 1799, -1848, 528, 2095, -552
11647, 3013, 2735, 12477, -2045, -1029, 1102, 1952, -625
11657, 1735, 367, 6929, -1500, -187, 155, 1828, -643
11667, 66, -2078, 3526, -637, -68, 133, 1705, -627
11677, 903, -2775, 4163, -415, -138, 258, 1590, -633
11687, 1996, -1969, 6127, -110, 225, 176, 1522, -632
11697, 1694, -1508, 4822, 73, 459, 4, 1468, -616
11707, 1434, -1123, 4010, 226, 469, -72, 1429, -599
11717, 1683, -513, 4680, -42, 443, -70, 1389, -586
11727, 1524, 172, 4857, -271, 591, -186, 1351, -560
11737, 1049, 236, 4027, -484, 636, -251, 1302, -525
11747, 601, 119, 3035, -713, 535, -257, 1239, -488
11757, 658, -205, 3059, -736, 231, -252, 1166, -472
11767, 844, -464, 3156, -827, 299, -260, 1082, -457
11777, 1123, -246, 2906, -389, 237, -170, 1033, -456
11787, 1094, 29, 2967, -145, 159, -32, 1007, -457
11797, 721, 611, 2572, -90, 84, 184, 1004, -454
11807, 822, 733, 2765, 80, -95, 267, 1015, -464
11817, 959, 907, 2940, 1, -126, 315, 1024, -478
11827, 1069, 619, 2904, -158, -215, 244, 1015, -502
11837, 932, 77, 2268, -72, -209, 214, 997, -524
11847, 982, -116, 2576, -240, -162, 159, 962, -543
11857, 1005, -303, 2431, -107, -89, 34, 930, -558
11867, 770, -448, 1958, 249, -84, 82, 912, -567
11877, 782, 437, 2426, 380, -169, 124, 936, -579
11887, 950, 682, 2758, 658, -285, 24, 981, -602
11897, 923, 364, 3186, 351, -435, 48, 996, -631
11907, 1472, -175, 3808, -170, -495, 34, 964, -675
11917, 1817, -613, 4157, -451, -421, 100, 906, -718
11927, 1725, -359, 4539, -574, -368, 243, 847, -754
11937, -8254, 2292, 1963, -656, -1281, -1932, 870, -684
11947, 23131, -27746, -32768, -2392, -2724, 2867, 429, -893
11957, -19206, 24462, 12602, 70, 352, 1496, 547, -784
11967, 11272, 2083, 18623, 5857, -2486, -3404, 906, -977
11977, 5036, 2816, 3803, -6455, -1832, 3712, 558, -1150
11987, 3660, 8091, 11685, 2142, -2577, 691, 743, -1308
11997, 6244, 1474, 14143, -929, -1010, 854, 684, -1386
12007, 4669, 706, 11242, -1439, 36, 900, 590, -1395
12017, 453, -335, 5266, -362, 30, 622, 552, -1366
12027, 1213, -2196, 5404, -55, 20, 294, 500, -1352
12037, 1725, -2589, 5626, 16, 339, 410, 450, -1326
12047, 1491, -1138, 5313, 236, 589, 177, 436, -1283
12057, 1461, -949, 4442, 324, 570, -21, 429, -1245
12067, 1826, -760, 4529, 248, 676, -68, 422, -1209
12077, 2182, -617, 4690, 78, 789, -167, 408, -1172
12087, 1500, -473, 3588, -377, 696, 41, 367, -1134
12097, 1119, 94, 3088, -559, 563, 150, 331, -1097
12107, 738, -328, 2555, -748, 401, 71, 272, -1062
12117, 715, -839, 1900, -842, 370, -40, 185, -1031
12127, 798, -597, 1898, -426, 222, -178, 136, -1014
12137, 1044, -330, 2188, 73, 254, -192, 129, -1002
12147, 1060, -229, 2114, 211, 435, -157, 134, -980
12157, 1176, 188, 1977, 517, 462, -106, 175, -963
12167, 1285, 374, 2360, 614, 388, 27, 225, -950
12177, 1433, 263, 2260, 454, 291, 150, 262, -950
12187, 1147, 506, 1793, 124, 214, 239, 289, -948
12197, 867, 587, 1865, -17, 146, 178, 311, -940
12207, 720, 84, 1664, 48, 38, 160, 316, -933
12217, 864, -112, 1727, 169, 74, 172, 319, -930
12227, 835, -366, 1796, 241, -1, 115, 316, -931
12237, 776, 33, 2203, 352, -50, 125, 336, -929
12247, 383, 235, 2351, -47, -307, 157, 339, -929
12257, 14, 890, 2268, -446, -731, 283, 339, -942
12267, 577, 1842, 4218, -635, -1046, 402, 336, -991
12277, 1668, 1235, 5908, -631, -1008, 302, 313, -1054
12287, 2386, 469, 6668, -305, -746, 68, 296, -1107
12297, 2850, -424, 6761, -138, -446, 5, 277, -1148
12307, -32768, 2403, 21736, -12637, -2795, -23453, -485, -1185
12318, 31292, -15448, -32768, 12224, -430, 10890, -39, -1269
12327, -5667, 9426, 1626, -4009, 5672, 2560, -132, -835
12337, 8981, 8847, 13476, 8680, -2548, -1445, 463, -1027
12347, 3894, 750, 5224, -5485, -375, 2581, 135, -1089
12357, 3852, 5748, 8074, -852, -1643, 929, 146, -1203
12367, 3351, 2012, 9189, 464, -826, 864, 195, -1261
12377, 4644, 374, 10193, -1325, 1, 324, 115, -1278
12387, 1889, -1240, 4710, -973, 310, 162, 31, -1263
12397, 660, -1459, 2989, -409, 144, 166, -32, -1236
12407, 1528, -2412, 3514, -383, 29, 31, -110, -1236
12417, 2298, -2166, 4063, -205, 162, 127, -165, -1240
12427, 2212, -1370, 4115, 103, 258, 88, -184, -1238
12437, 1976, -812, 3661, 100, 368, -16, -192, -1229
12447, 2003, -582, 3597, 218, 529, 20, -187, -1212
12457, 1880, -281, 3624, 74, 584, 56, -183, -1188
12467, 1523, -39, 3184, 74, 476, 109, -173, -1166
12477, 905, 303, 2768, 47, 350, 169, -154, -1138
12487, 667, 600, 2808, -89, 303, 185, -135, -1105
12497, 690, 323, 2662, -94, 219, 140, -125, -1079
12507, 723, 121, 2397, -90, 170, 186, -120, -1058
12517, 932, 396, 2757, 129, 217, 175, -94, -1041
12527, 928, 498, 2882, 213, 238, 98, -61, -1021
12537, 934, 413, 2821, 258, 290, 17, -29, -1000
12547, 969, 249, 2842, 369, 319, -39, 4, -978
12557, 926, 264, 2899, 411, 294, -62, 40, -956
12567, 813, 133, 2886, 282, 305, -74, 64, -931
12577, 866, 39, 2815, 153, 296, -108, 76, -909
12587, 587, -218, 2297, 102, 109, -29, 77, -892
12597, 443, 58, 2455, -167, -92, 162, 70, -881
12607, 651, 283, 2822, -254, -204, 159, 65, -884
12617, 641, 317, 3015, -272, -245, 122, 60, -889
12627, 912, 302, 3210, -165, -256, 55, 60, -901
12637, 985, 193, 3326, -127, -222, -12, 59, -912
12647, 1287, 372, 3523, -32, -162, -58, 68, -927
12657, 1306, 273, 3683, 95, -128, -224, 82, -939
12667, 1211, 168, 3581, 92, -22, -266, 92, -942
12677, 1517, -182, 3252, 272, -97, -337, 105, -959
12687, 1429, -404, 3265, 447, -157, -294, 122, -978
12697, 1358, -37, 3534, 192, -244, -222, 133, -998
12707, 1405, 164, 3592, 114, -270, -260, 144, -1020
12717, 1322, 57, 3436, -48, -317, -344, 142, -1043
12727, 1518, -89, 3162, -35, -363, -287, 138, -1075
12737, 1638, -86, 3451, 57, -475, -258, 139, -1115
12747, 1569, 41, 3458, -85, -524, -209, 135, -1155
12757, 1810, 124, 3525, 53, -524, -142, 141, -1199
12767, 1875, -311, 3595, -42, -559, -36, 130, -1246
12777, 1746, -340, 3281, -332, -622, 99, 101, -1294
12787, 1680, -95, 3099, -446, -705, 191, 72, -1347
12797, 1652, -24, 3180, -423, -741, 172, 47, -1400
12807, 1533, 134, 3139, -655, -782, 162, 13, -1451
12817, 1629, 265, 3248, -509, -763, 25, -8, -1502
12827, 1690, 391, 3349, -405, -716, -76, -19, -1549
12837, 1782, 161, 3077, -353, -702, -135, -32, -1600
12847, 1751, -182, 2912, -643, -775, -107, -73, -1654
12857, 2129, -170, 3308, -486, -704, -70, -103, -1709
12867, 2316, -451, 3399, -302, -582, -9, -129, -1758
12877, 2381, -649, 3461, -318, -466, 25, -160, -1800
12887, 2383, -600, 3444, -179, -287, -1, -181, -1831
12897, 2353, -469, 3465, 95, -101, -68, -181, -1849
12907, 2262, -530, 3318, 311, 46, -68, -170, -1856
12917, 2208, -486, 3211, 379, 137, -46, -154, -1859
12927, 2001, -330, 3054, 261, 164, 40, -142, -1856
12937, 1925, -197, 3011, 213, 149, 84, -129, -1852
12947, 1820, 53, 3086, 131, 112, 122, -114, -1848
12957, 1829, 282, 3219, 211, 179, 45, -88, -1838
12967, 1826, 87, 3184, 343, 241, -22, -60, -1826
12977, 1732, -56, 2975, 126, 259, -36, -50, -1811
12987, 1739, -81, 2935, 214, 300, -55, -35, -1796
12997, 1867, -341, 3096, 377, 330, -73, -18, -1780
13007, 1919, -527, 2958, 415, 384, -7, -5, -1764
13017, 1887, -476, 3013, 526, 418, 57, 15, -1745
13027, 1687, -309, 2948, 501, 392, 126, 40, -1724
13037, 1575, 41, 3030, 578, 406, 175, 78, -1698
13047, 1482, 272, 3121, 617, 376, 160, 125, -1671
13057, 1492, 284, 3299, 503, 358, 130, 164, -1645
13067, 1518, 266, 3214, 336, 338, 82, 191, -1622
13077, 1550, 394, 3517, 223, 318, 47, 214, -1600
13087, 1726, 374, 3647, 257, 409, -29, 237, -1575
13097, 2047, -24, 3756, 307, 427, -57, 253, -1557
13107, 2279, -112, 3891, 484, 559, -19, 277, -1535
13117, 2553, -199, 4389, 589, 778, 50, 305, -1501
13127, 2677, 153, 4536, 825, 1019, 6, 355, -1455
13137, 2052, -90, 3767, 694, 1325, -78, 390, -1384
13147, 1195, -519, 2417, 567, 1484, -37, 403, -1293
13157, 88, -195, 913, 40, 1368, 159, 391, -1165
13167, -1369, 420, -433, -217, 1123, 246, 467, -936
13177, -2324, 723, -1475, -631, 421, 419, 668, -753
13187, -8289, 11317, 2600, 4113, -1591, 1034, 1052, -763
13197, 11491, 10415, 21840, 19188, -1099, -1411, 2250, -862
13207, 3307, -167, 15165, -155, 1735, -2606, 2195, -760
13217, 1541, -1208, 3643, -6498, 5, 378, 1728, -772
13227, -1214, -1803, -2360, -6905, 685, 3118, 1011, -643
13237, -203, -2341, -2613, -2290, 1490, 2500, 596, -516
13247, -890, -789, -841, 1375, 1183, 1171, 498, -310
13257, -1941, -1102, -1200, 530, -754, -472, 307, -218
13267, -1640, -1245, -3587, -737, -1051, -1016, -57, -208
13277, -957, -1439, -3657, -727, -1631, -1139, -408, -256
13287, 978, -1917, -2070, 322, -1323, -549, -626, -362
13297, 1865, -2296, -186, -214, -1617, 559, -770, -519
13307, 2404, -1287, 1647, -1865, -1678, 1294, -919, -682
13318, 2806, 316, 2873, -2056, -1166, 1420, -1013, -804
13327, 2823, 1102, 3409, -1177, -958, 1058, -1033, -904
13337, 2575, 1294, 3611, -186, -300, 440, -989, -954
13347, 1962, 1246, 4436, -139, -105, -149, -950, -973
13357, 1844, 1002, 3573, -1919, 126, -210, -1020, -981
13367, 1776, 920, 2715, -1673, 225, -181, -1070, -988
13377, 1639, 797, 2495, 283, -243, -109, -1002, -1022
13387, 1497, 392, 2943, 748, 336, -109, -921, -1013
13397, 1711, 245, 3787, -121, 85, -38, -902, -1019
13407, 1432, -61, 3147, -1044, -275, 65, -946, -1044
13417, 1075, -250, 2481, -1439, -196, 144, -1020, -1058
13427, 1364, 87, 2918, -1030, -84, 70, -1057, -1071
13437, 1322, -194, 2974, 306, 39, -269, -1020, -1074
13447, 1196, -527, 2884, 803, 275, -402, -963, -1060
13457, 1342, -612, 2737, 887, 393, -424, -906, -1044
13467, 999, -603, 2231, 1095, 170, -271, -839, -1034
13477, 657, -276, 2210, 924, -22, 61, -772, -1025
13487, 480, 500, 2636, 387, -245, 338, -714, -1022
13497, 347, 975, 3032, 47, -582, 278, -666, -1036
13507, 1084, 1175, 3996, -141, -742, 74, -632, -1076
13517, 1535, 1152, 4644, 401, -726, -218, -570, -1122
13527, 2175, 710, 4907, 1298, 74, -374, -463, -1128
13537, 1317, 336, 4177, 1932, -274, -442, -326, -1143
13547, 9387, 4325, 13008, 8033, -502, 1241, 205, -1214
13557, 7335, 3612, 20030, 4888, -126, -818, 519, -1234
13567, 6195, 856, 12056, -1558, 1485, -649, 422, -1167
13577, 1865, -112, 4132, -3662, 1030, 883, 190, -1113
13587, 1077, 632, 3080, -2740, 545, 859, 40, -1077
13597, 640, 856, 3042, -1809, 991, 161, -43, -1002
13607, -61, -424, 566, -1633, 1263, -380, -166, -872
13617, -1401, -636, -2472, -1048, 786, -354, -549, -712
13627, -960, -725, -2551, 49, 480, -492, -854, -594
13637, -244, -1267, -1497, 240, 99, -409, -1057, -524
13647, 184, -1694, -1072, -104, -414, 147, -1234, -524
13657, 1116, -1376, 399, -481, -549, 513, -1328, -591
13667, 1593, -298, 1523, -176, -416, 581, -1321, -657
13677, 1492, 318, 2191, 42, -132, 301, -1276, -691
13687, 1431, 727, 1867, -5, 43, 8, -1218, -714
13697, 1190, 931, 1893, 225, 82, -125, -1139, -725
13707, 1039, 965, 2081, 175, 127, -271, -1066, -726
13717, 830, 1380, 2312, 38, 119, -380, -993, -718
13727, 1097, 1569, 2934, 93, 228, -484, -920, -709
13737, 1509, 1097, 3284, 344, 336, -649, -849, -703
13747, 1454, 533, 3234, 321, 444, -595, -795, -691
13757, 1700, 325, 3434, 289, 601, -606, -750, -674
13767, 1298, 158, 2974, 210, 644, -626, -715, -647
13777, 1060, 91, 2839, 288, 623, -668, -677, -617
13787, 1018, 249, 2834, 873, 607, -768, -599, -586
13797, 923, 253, 2846, 919, 553, -734, -521, -557
13807, 658, 364, 2730, 672, 442, -527, -455, -527
13817, 727, 294, 2431, 726, 31, -294, -388, -526
13827, 865, 644, 3109, 617, -219, 56, -321, -543
13837, 1097, 1003, 4108, 398, -239, 195, -266, -562
13847, 1425, 1069, 4618, 123, -171, 115, -229, -582
13857, 1479, 1025, 4598, -32, 12, 57, -203, -592
13867, 1418, 1022, 4307, 173, 56, -49, -164, -598
13877, 1202, 874, 4126, 117, 46, -106, -132, -601
13887, 1328, 661, 4072, -63, 66, -112, -115, -606
13897, 1470, 584, 4263, 201, 72, -99, -86, -613
13907, 1586, 515, 4264, 130, 47, 69, -62, -624
13917, 1571, 793, 4180, -254, 41, 98, -57, -635
13927, 1539, 952, 4191, -184, 102, 54, -43, -641
13937, 1564, 930, 4174, -103, 204, -4, -26, -641
13947, 1489, 955, 4143, -34, 300, -91, -4, -634
13957, 1244, 1002, 3735, 45, 402, -178, 25, -617
13967, 1017, 773, 3462, 54, 437, -194, 51, -594
13977, 1049, 412, 3061, 91, 336, -152, 70, -581
13987, 1040, 70, 2654, 211, 204, 21, 87, -577
13997, 1275, 304, 2999, 430, 149, 164, 123, -582
14007, 1099, 436, 3156, 137, 86, 168, 144, -585
14017, 1022, 699, 3044, -22, 76, 150, 163, -587
14027, 1092, 932, 3234, 58, 131, 91, 191, -586
14037, 1083, 881, 3305, 240, 115, -5, 228, -585
14047, 932, 787, 3152, 81, 132, -94, 254, -580
14057, 834, 701, 2999, 47, 83, -191, 275, -576
14067, 867, 710, 2999, 92, 37, -282, 298, -576
14077, 932, 609, 3022, 14, 6, -313, 314, -580
14087, 1059, 536, 3207, -98, 16, -230, 319, -586
14097, 1250, 564, 3381, -151, -23, -153, 321, -598
14107, 1329, 793, 3659, -186, 33, -97, 326, -607
14117, 1238, 791, 3580, -221, 82, -60, 328, -610
14127, 1129, 775, 3276, -196, 143, -60, 333, -609
14137, 1030, 846, 3217, -290, 102, -34, 335, -608
14147, 1010, 812, 3273, -264, 100, -66, 337, -606
14157, 1026, 755, 3342, -217, 135, -90, 340, -603
14167, 1060, 733, 3309, -63, 169, -104, 352, -598
14177, 804, 561, 3096, -65, 170, 3, 359, -587
14187, 903, 634, 2903, -171, 99, 63, 364, -585
14197, 955, 719, 3038, -48, -21, 91, 377, -590
14207, 1018, 565, 3150, -125, -16, 80, 381, -597
14217, 1108, 689, 3420, 5, 85, 23, 394, -598
14227, 998, 250, 3021, 243, 107, -37, 411, -597
14237, 1002, 232, 2805, 301, 144, -42, 432, -595
14247, 888, 367, 2761, 343, 39, -132, 459, -597
14257, 858, 364, 2903, 185, -4, -135, 475, -599
14267, 926, 564, 2975, -44, -63, -118, 482, -606
14277, 980, 718, 3143, -128, -91, -86, 487, -616
14287, 1121, 849, 3587, -22, -12, -82, 500, -622
14297, 1147, 715, 3451, -25, 56, -55, 510, -626
14307, 1169, 697, 3320, -44, 73, -20, 519, -630
14318, 1049, 706, 3272, -23, 64, -26, 529, -631
14327, 1041, 732, 3267, -58, 65, -49, 537, -632
14337, 1033, 719, 3297, 17, 76, -85, 550, -631
14347, 968, 621, 3074, 85, 89, -129, 564, -630
14357, 927, 605, 3013, 116, 79, -121, 581, -628
14367, 1051, 445, 3246, 247, 103, -159, 599, -627
14377, 1198, 383, 3478, 83, 160, -152, 605, -625
14387, 1157, 547, 3508, -116, 192, -101, 602, -621
14397, 1297, 588, 3366, -96, 243, -91, 603, -617
14407, 1047, 505, 3248, -235, 231, -58, 593, -608
14417, 812, 678, 2973, -415, 162, 39, 579, -599
14427, 856, 629, 2753, -183, 110, 66, 579, -594
14437, 732, 588, 2887, 1, 42, 83, 588, -590
14447, 753, 559, 3192, 92, 74, 150, 600, -584
14457, 1046, 508, 3415, 268, 164, 180, 620, -579
14467, 959, 516, 3332, 214, 220, 137, 638, -569
14477, 752, 673, 3299, 201, 230, 144, 658, -554
14487, 846, 807, 3123, 170, 222, 71, 681, -542
14497, 703, 857, 3084, 169, 160, -4, 705, -530
14507, 763, 788, 3098, 201, 106, -8, 728, -523
14517, 730, 676, 3147, -29, 41, 14, 733, -520
14527, 875, 759, 3356, -185, 15, 71, 730, -521
14537, 1085, 607, 3608, -112, 72, 82, 727, -524
14547, 1029, 546, 3479, -263, 119, 85, 713, -522
14557, 949, 750, 3377, -228, 163, 43, 707, -516
14567, 979, 643, 3330, -31, 181, 23, 711, -511
14577, 903, 598, 3169, 105, 195, 7, 723, -503
