ms,ax,ay,az,gx,gy,gz,roll_x100,pitch_x100
28157, 735, 463, 3376, -22, -24, -8, 752, -476
28167, 808, 394, 3402, -30, -16, -18, 748, -478
28177, 860, 315, 3379, -54, -19, -18, 741, -482
28187, 882, 287, 3480, -82, -14, -16, 731, -486
28197, 886, 341, 3513, -112, -13, -34, 721, -490
28207, 865, 409, 3572, -78, 25, -35, 715, -491
28217, 850, 455, 3520, 7, 62, -23, 716, -489
28227, 836, 385, 3473, 27, 97, -11, 716, -485
28237, 817, 296, 3322, -1, 94, 0, 712, -481
28247, 823, 364, 3182, -38, 93, -8, 708, -478
28257, 784, 443, 3190, 10, 67, 27, 710, -475
28267, 768, 464, 3131, 34, 50, 33, 714, -473
28277, 773, 438, 3089, -32, 25, 3, 713, -473
28287, 763, 389, 3101, -15, 8, 20, 712, -474
28297, 794, 357, 3061, -19, -40, 33, 710, -478
28307, 812, 321, 3266, -54, -52, 59, 704, -483
28318, 757, 413, 3345, -42, -50, 54, 701, -487
28327, 693, 461, 3446, -66, -30, 24, 698, -487
28337, 678, 494, 3404, -86, 1, -7, 694, -484
28347, 737, 439, 3317, -51, 28, -2, 692, -482
28357, 755, 407, 3274, -3, 27, 15, 692, -481
28367, 793, 352, 3141, 3, 4, 35, 691, -482
28377, 777, 398, 3264, -63, -15, 31, 687, -484
28387, 729, 460, 3382, 3, 1, 45, 688, -483
28397, 738, 490, 3394, 51, 28, 53, 693, -481
28407, 729, 509, 3382, 57, 73, 31, 699, -476
28417, 700, 473, 3240, 97, 84, 41, 707, -470
28427, 710, 439, 3100, 1, 67, -8, 708, -466
28437, 713, 402, 3140, -79, 36, -48, 704, -463
28447, 705, 411, 3119, -55, 9, -26, 701, -462
28457, 729, 345, 3146, -51, -7, -25, 696, -463
28467, 766, 334, 3126, -88, -9, -35, 689, -465
28477, 796, 308, 3170, -31, -23, 13, 685, -468
28487, 744, 329, 3289, 16, -21, 47, 684, -470
28497, 720, 352, 3287, -26, -12, 27, 681, -470
28507, 689, 442, 3411, -17, 9, 21, 681, -468
28517, 645, 471, 3367, 35, 41, 34, 685, -463
28527, 647, 432, 3329, 9, 55, -13, 686, -457
28537, 675, 437, 3154, -24, 43, -28, 686, -454
28547, 717, 409, 3110, -12, 7, -4, 686, -453
28557, 738, 389, 3153, -35, -21, -2, 684, -455
28567, 644, 462, 3327, -27, -22, -8, 684, -454
28577, 656, 440, 3430, 35, -1, -13, 687, -452
28587, 673, 388, 3353, 35, 43, -20, 688, -448
28597, 687, 294, 3329, 33, 43, -24, 687, -445
28607, 738, 345, 3231, 42, 34, -2, 688, -443
28617, 764, 319, 3168, 13, 6, 18, 687, -445
28627, 734, 374, 3285, -24, -18, 1, 685, -446
28637, 745, 446, 3315, 10, -22, 29, 687, -448
28647, 704, 561, 3442, -2, -8, 7, 690, -448
28657, 711, 537, 3440, 30, 24, -7, 695, -446
28667, 750, 435, 3480, 45, 41, -17, 698, -444
28677, 764, 355, 3418, 49, 52, -12, 699, -441
28687, 824, 335, 3342, 34, 41, -12, 699, -442
28697, 856, 271, 3258, 10, 6, -5, 696, -445
28707, 785, 372, 3318, -13, -17, 2, 694, -448
28717, 748, 365, 3383, -12, -5, 11, 691, -449
28727, 737, 470, 3433, 9, 8, 25, 693, -449
28737, 707, 536, 3392, -2, 17, 11, 696, -447
28747, 708, 614, 3322, 11, 24, 10, 702, -445
28757, 702, 566, 3349, 52, 29, 12, 709, -443
28767, 721, 580, 3303, 78, 28, 13, 718, -441
28777, 779, 458, 3330, 92, 24, 18, 724, -441
28787, 782, 365, 3325, 37, 10, 11, 725, -442
28797, 791, 260, 3289, 8, 6, 8, 721, -444
28807, 831, 243, 3303, 6, 9, 17, 716, -446
28817, 799, 330, 3266, 32, 19, 32, 716, -448
28827, 799, 388, 3188, 10, -11, 20, 715, -451
28837, 749, 450, 3250, -57, -29, -20, 713, -453
28847, 708, 476, 3311, -56, -38, -14, 711, -455
28857, 716, 452, 3346, -57, -17, -9, 708, -456
28867, 686, 565, 3376, -8, -2, 37, 711, -455
28877, 698, 622, 3402, -12, 16, 27, 715, -453
28887, 696, 619, 3451, -10, 38, 23, 719, -449
28897, 671, 490, 3463, -21, 58, 40, 719, -444
28907, 648, 420, 3455, -54, 89, -7, 715, -436
28917, 664, 525, 3335, 87, 109, 44, 723, -428
28927, 651, 498, 3204, 124, 94, 45, 732, -421
28937, 725, 391, 3165, 82, 69, 25, 737, -418
28947, 726, 357, 3154, 63, 23, 33, 739, -418
28957, 754, 390, 3230, 45, -20, 38, 740, -421
28967, 739, 486, 3302, 40, -18, 24, 744, -423
28977, 674, 543, 3397, 14, -17, 5, 747, -423
28987, 681, 562, 3426, -49, -2, -50, 746, -422
28997, 695, 522, 3429, -47, 9, -65, 745, -421
29007, 689, 446, 3328, -21, 22, -51, 744, -419
29017, 723, 382, 3269, -27, 15, -30, 740, -419
29027, 721, 386, 3367, -50, 11, -18, 735, -419
29037, 699, 439, 3362, -11, 23, 4, 735, -417
29047, 646, 485, 3395, 19, 54, -5, 737, -412
29057, 707, 444, 3246, 60, 62, 12, 741, -409
29067, 714, 391, 3227, -55, 28, -32, 736, -408
29077, 698, 409, 3180, -76, -8, -20, 731, -409
29087, 646, 449, 3308, -33, -28, 3, 729, -409
29097, 673, 481, 3370, -15, -17, 9, 729, -410
29107, 624, 436, 3444, 21, 1, 32, 730, -408
29117, 672, 415, 3400, 36, 31, 39, 731, -405
29127, 675, 427, 3369, 69, 53, 43, 735, -401
29137, 698, 448, 3269, 92, 58, 36, 741, -398
29147, 687, 469, 3253, 65, 36, 28, 746, -396
29157, 690, 461, 3202, -11, 2, -14, 746, -396
29167, 687, 471, 3215, -36, -24, -20, 745, -398
29177, 662, 471, 3244, -46, -38, -20, 743, -400
29187, 666, 501, 3223, -58, -49, -30, 741, -403
29197, 640, 451, 3367, -49, -38, -41, 738, -403
29207, 671, 447, 3458, 15, 1, -16, 738, -403
29217, 648, 421, 3464, 46, 38, -15, 740, -399
29227, 658, 430, 3446, 61, 69, 2, 743, -394
29237, 671, 444, 3405, 38, 79, 6, 745, -389
29247, 831, 300, 3185, -74, 48, 14, 737, -390
29257, 712, 459, 3220, -65, 18, 28, 733, -390
29267, 716, 479, 3208, -87, -5, 5, 730, -392
29277, 682, 599, 3142, -93, -36, -39, 729, -394
29287, 676, 645, 3170, -89, -53, -81, 730, -397
29297, 658, 505, 3252, -56, -59, -81, 728, -400
29307, 747, 305, 3193, -78, -53, -81, 720, -406
29318, 796, 371, 3173, -51, -57, -36, 716, -412
29327, 823, 327, 3175, -66, -70, -13, 710, -420
29337, 784, 280, 3310, -95, -77, -10, 700, -427
29347, 784, 279, 3422, -50, -54, 20, 693, -432
29357, 820, 336, 3413, -38, -29, 26, 689, -437
29367, 832, 354, 3367, -36, -24, 11, 685, -441
29377, 782, 429, 3371, -15, -28, 29, 684, -445
29387, 746, 382, 3389, -7, -15, 28, 683, -446
29397, 715, 441, 3361, 34, 12, 43, 686, -445
29407, 665, 430, 3311, 53, 11, 52, 690, -443
29417, 641, 412, 3297, -13, 3, 19, 689, -441
29427, 670, 398, 3234, -10, -8, 26, 689, -440
29437, 665, 399, 3286, 21, -16, 36, 690, -440
29447, 707, 332, 3286, -31, -19, 19, 686, -441
29457, 692, 376, 3345, 1, -10, 36, 685, -441
29467, 686, 409, 3411, 17, 1, 45, 686, -440
29477, 697, 414, 3374, 32, 16, 45, 688, -438
29487, 722, 462, 3364, 100, 23, 62, 696, -437
29497, 676, 478, 3288, 19, 7, 44, 699, -435
29507, 684, 520, 3272, 36, -7, 36, 704, -435
29517, 661, 536, 3313, 51, -8, 47, 710, -434
29527, 627, 542, 3427, 34, 3, 25, 715, -431
29537, 651, 495, 3391, 61, 26, 5, 720, -428
29547, 689, 416, 3301, 45, 29, -5, 722, -426
29557, 723, 349, 3258, 30, 17, -17, 722, -425
29567, 746, 316, 3292, 21, 24, 5, 720, -425
29577, 725, 299, 3282, 37, 17, 20, 719, -425
29587, 738, 394, 3238, 22, 24, 17, 720, -424
29597, 712, 460, 3229, 47, 19, 43, 724, -424
29607, 720, 527, 3245, 12, 8, 29, 727, -424
29617, 650, 555, 3273, -2, -3, 5, 731, -422
29627, 686, 551, 3229, -12, -22, -18, 733, -423
29637, 669, 589, 3250, -15, -31, -29, 736, -424
29647, 701, 503, 3268, -10, -39, -33, 738, -427
29657, 727, 377, 3314, -46, -37, -47, 733, -430
29667, 787, 355, 3242, -25, -40, -34, 729, -434
29677, 784, 319, 3301, -2, -57, -6, 726, -440
29687, 743, 365, 3355, -4, -56, 11, 724, -444
29697, 738, 317, 3386, -27, -45, 20, 719, -447
29707, 750, 429, 3405, -65, -39, 20, 715, -450
29717, 720, 529, 3371, -25, -29, 37, 716, -451
29727, 743, 575, 3416, 9, -7, 42, 720, -452
29737, 697, 578, 3424, 17, 13, 11, 724, -450
29747, 732, 565, 3421, 52, 31, 4, 731, -448
29757, 734, 487, 3330, 29, 33, -20, 734, -447
29767, 738, 478, 3290, 35, 24, -14, 737, -446
29777, 693, 401, 3373, 23, 18, 10, 737, -444
29787, 739, 327, 3351, -16, 16, 13, 733, -443
29797, 722, 399, 3359, -32, 14, 15, 729, -442
29807, 709, 425, 3352, -20, 10, 26, 728, -441
29817, 729, 451, 3337, -19, 8, 8, 727, -441
29827, 725, 439, 3216, -44, -8, -16, 725, -442
29837, 676, 457, 3228, -70, -29, -28, 721, -443
29847, 674, 504, 3258, -92, -40, -34, 718, -444
29857, 738, 473, 3312, -91, -56, -25, 714, -448
29867, 739, 423, 3362, -51, -25, -11, 710, -450
29877, 735, 403, 3391, -68, -25, -16, 705, -452
29887, 755, 387, 3355, -28, -3, 2, 703, -452
29897, 767, 333, 3342, -17, 11, 5, 699, -453
29907, 770, 408, 3282, 4, 19, 10, 699, -453
29917, 726, 410, 3257, 9, 19, 8, 700, -452
29927, 726, 360, 3322, 70, 39, 30, 703, -450
29937, 763, 365, 3287, 107, 46, 44, 708, -448
29947, 725, 398, 3261, 55, 37, 37, 711, -446
29957, 728, 427, 3180, 1, 4, 31, 711, -446
29967, 692, 437, 3176, -49, -17, 3, 709, -447
29977, 649, 507, 3277, -55, -36, -11, 708, -447
29987, 689, 466, 3346, -34, -25, -19, 707, -448
29997, 713, 437, 3432, -4, -23, -22, 707, -448
30007, 681, 442, 3390, -22, -10, -33, 706, -448
30017, 685, 381, 3318, -28, -16, -29, 703, -448
30027, 746, 436, 3255, -61, -24, -29, 700, -450
30037, 701, 438, 3288, -47, -39, -7, 698, -452
30047, 696, 494, 3358, -51, -39, -8, 697, -453
30057, 685, 461, 3384, -26, -25, -19, 696, -454
30067, 727, 420, 3368, -14, 1, -39, 696, -453
30077, 749, 392, 3321, 27, 1, -30, 697, -454
30087, 716, 362, 3281, 59, 6, -11, 699, -453
30097, 777, 379, 3241, 79, 0, 30, 703, -455
30107, 759, 399, 3257, 2, -24, 3, 703, -457
30117, 693, 443, 3313, -16, -33, -4, 703, -458
30127, 687, 503, 3371, 13, -16, -9, 705, -458
30137, 717, 505, 3334, 32, -4, -15, 710, -458
30147, 756, 425, 3334, -1, -18, -25, 710, -460
30157, 739, 407, 3310, -17, -37, -24, 708, -462
30167, 728, 387, 3275, -95, -52, -52, 701, -465
30177, 768, 438, 3304, -90, -61, -51, 697, -470
30187, 699, 417, 3376, -41, -56, -25, 694, -472
30197, 755, 400, 3325, -53, -37, -31, 690, -475
30207, 748, 403, 3358, -59, -26, -34, 687, -476
30217, 765, 431, 3309, -4, -15, -21, 687, -478
30227, 729, 410, 3322, 31, -7, 2, 689, -478
30237, 749, 385, 3339, 56, 4, 16, 692, -478
30247, 819, 389, 3170, 22, -39, 5, 693, -483
30257, 690, 458, 3269, -148, -73, -69, 685, -486
30267, 730, 476, 3326, -77, -73, -47, 683, -489
30277, 725, 446, 3348, -51, -72, -27, 681, -493
30287, 719, 499, 3364, -75, -64, -45, 678, -496
30297, 737, 470, 3377, -26, -52, -30, 678, -498
30307, 774, 449, 3363, -24, -38, -22, 678, -501
30318, 801, 403, 3330, -17, -27, -8, 677, -503
30327, 845, 367, 3334, -44, -30, -14, 674, -507
30337, 852, 397, 3326, -37, -37, -16, 671, -512
30347, 832, 357, 3373, 6, -36, 3, 670, -516
30357, 885, 274, 3379, -10, -21, -9, 667, -520
30367, 892, 275, 3336, -33, -20, -18, 661, -524
30377, 919, 257, 3265, -10, -15, 9, 657, -529
30387, 895, 267, 3325, -39, -29, 27, 652, -534
30397, 855, 325, 3438, -40, -9, 37, 648, -536
30407, 814, 383, 3379, -1, 16, 47, 648, -535
30417, 812, 421, 3285, -54, 14, 19, 646, -535
30427, 843, 396, 3254, -14, 9, 30, 645, -536
30437, 802, 339, 3307, 32, -14, 58, 646, -538
30447, 771, 437, 3327, 19, -6, 40, 649, -537
30457, 769, 485, 3322, 34, 9, 33, 654, -536
30467, 758, 555, 3262, 31, 15, 3, 661, -535
30477, 765, 481, 3246, 19, 8, -6, 665, -534
30487, 786, 400, 3292, -27, 3, -8, 663, -534
30497, 787, 385, 3304, -9, -5, 8, 663, -534
30507, 840, 354, 3223, 11, 0, 20, 663, -536
30517, 826, 375, 3197, 14, 4, 25, 664, -537
30527, 825, 297, 3207, 32, -7, 28, 664, -539
30537, 834, 342, 3256, 6, -7, 27, 663, -540
30547, 809, 386, 3368, -12, -5, 21, 662, -541
30557, 801, 416, 3385, -4, 17, 21, 662, -540
30567, 757, 445, 3404, 43, 39, 24, 666, -537
30577, 822, 407, 3369, 23, 46, 20, 668, -534
30587, 776, 405, 3375, 18, 37, 33, 669, -532
30597, 749, 394, 3420, 35, 54, 47, 671, -527
30607, 732, 373, 3341, -3, 58, 22, 670, -522
30617, 738, 408, 3324, -10, 50, 30, 670, -518
30627, 741, 424, 3335, 1, 42, 38, 671, -515
30637, 719, 475, 3357, -9, 47, 30, 672, -510
30647, 726, 454, 3358, 7, 43, 31, 674, -506
30657, 707, 521, 3299, 13, 34, 24, 678, -503
30667, 708, 414, 3289, 12, 31, 22, 679, -500
30677, 714, 404, 3276, 25, 25, 14, 681, -497
30687, 742, 344, 3222, -55, -3, -24, 676, -497
30697, 769, 370, 3242, -66, -22, -4, 672, -499
30707, 720, 407, 3340, -53, -22, 1, 669, -499
30717, 712, 459, 3279, -14, -41, 14, 670, -500
30727, 719, 436, 3290, 46, 24, 27, 674, -498
30737, 743, 394, 3254, 1, -19, 4, 674, -498
30747, 749, 416, 3341, -31, -5, -4, 673, -498
30757, 739, 373, 3417, 10, 12, 25, 672, -497
30767, 757, 341, 3456, -56, 21, 9, 667, -495
30777, 741, 305, 3357, -153, 8, -21, 655, -494
30787, 798, 327, 3383, -65, 27, 26, 650, -494
30797, 761, 453, 3338, 7, 39, 70, 652, -491
30807, 790, 348, 3335, 11, 62, 55, 652, -488
30817, 806, 354, 3290, -35, 54, 33, 649, -487
30827, 732, 468, 3291, 20, 60, 21, 653, -482
30837, 786, 317, 3185, 82, 43, 66, 657, -481
30847, 779, 380, 3152, 50, -6, 44, 660, -483
30857, 694, 411, 3126, -45, -8, 6, 659, -482
30867, 688, 414, 3299, 9, -12, 31, 660, -481
30877, 695, 445, 3236, -21, -15, 4, 661, -481
30887, 707, 403, 3176, -113, -36, -54, 655, -482
30897, 734, 376, 3206, -76, -46, -8, 650, -485
30907, 753, 357, 3270, -19, -52, 9, 649, -489
30917, 749, 404, 3309, -49, -43, -17, 646, -491
30927, 764, 361, 3324, -18, -27, -25, 645, -493
30937, 799, 343, 3284, -24, -40, -37, 643, -497
30947, 788, 352, 3278, -47, -45, -40, 639, -500
30957, 847, 273, 3286, -53, -59, -26, 633, -506
30967, 825, 319, 3382, -78, -67, -33, 627, -512
30977, 797, 341, 3427, -61, -64, -13, 623, -516
30987, 781, 354, 3420, -45, -39, -8, 620, -519
30997, 792, 380, 3414, -6, -21, 10, 620, -520
31007, 801, 311, 3351, 38, -10, 21, 621, -521
31017, 812, 366, 3235, 6, -15, 7, 621, -523
31027, 759, 404, 3293, 42, -25, 23, 625, -524
31037, 724, 387, 3291, 3, -20, 3, 626, -524
31047, 744, 431, 3280, -11, -34, 5, 628, -525
31057, 721, 461, 3306, -45, -42, -8, 628, -526
31067, 730, 430, 3352, -18, -40, -9, 628, -527
31077, 733, 377, 3373, 38, -29, -5, 631, -528
31087, 735, 390, 3361, 17, -27, -26, 632, -528
31097, 758, 366, 3275, -72, -55, -68, 628, -531
31107, 796, 361, 3257, -115, -75, -85, 621, -536
31117, 799, 302, 3354, -104, -86, -76, 613, -541
31127, 835, 349, 3379, -96, -73, -50, 607, -547
31137, 774, 421, 3488, -89, -45, -45, 603, -549
31147, 813, 388, 3512, -101, -16, -66, 598, -549
31157, 847, 444, 3409, -115, -4, -80, 593, -551
31167, 857, 383, 3326, -82, -5, -58, 589, -553
31177, 882, 316, 3375, -115, -9, -82, 582, -555
31187, 900, 331, 3286, -53, -5, -63, 579, -558
31197, 808, 357, 3306, -60, -6, -77, 576, -559
31207, 837, 312, 3343, 59, 13, -28, 579, -559
31217, 820, 253, 3291, 75, 27, -4, 582, -558
31227, 862, 180, 3410, 26, 41, -2, 579, -556
31237, 882, 206, 3345, 89, 50, 43, 581, -555
31247, 840, 221, 3294, 90, 64, 12, 584, -553
31257, 844, 358, 3279, 77, 39, 42, 590, -552
31267, 855, 334, 3241, 111, 49, 37, 597, -550
31277, 813, 348, 3185, 79, 40, 23, 602, -549
31287, 833, 341, 3185, 66, 20, 28, 606, -549
31297, 830, 383, 3191, 61, 1, 39, 612, -550
31307, 806, 458, 3304, 45, -2, 44, 617, -550
31319, 788, 433, 3449, 23, 30, 21, 620, -548
31327, 817, 382, 3407, 16, 43, 7, 622, -545
31337, 859, 343, 3257, -9, 43, 4, 621, -545
31347, 834, 313, 3162, -9, 20, 21, 620, -545
31357, 856, 346, 3238, -42, -8, 18, 617, -547
31367, 827, 369, 3330, -15, -18, 11, 616, -549
31377, 792, 358, 3387, 7, -3, 0, 617, -549
31387, 814, 363, 3430, 25, 3, 13, 618, -549
31397, 808, 385, 3464, 9, 24, 14, 619, -548
31407, 767, 354, 3464, 62, 46, 44, 623, -544
31417, 774, 418, 3397, 102, 73, 60, 630, -538
31427, 780, 425, 3321, 90, 63, 50, 637, -534
31437, 765, 393, 3344, 52, 60, 39, 641, -530
31447, 796, 336, 3327, 66, 52, 48, 644, -527
31457, 744, 355, 3366, 37, 53, 38, 646, -523
31467, 778, 349, 3364, 19, 59, 34, 646, -519
31477, 797, 377, 3370, -40, 48, -4, 643, -517
31487, 763, 376, 3310, -84, 43, -31, 638, -514
31497, 759, 357, 3255, -60, 39, -11, 634, -511
31507, 744, 295, 3276, -40, 40, 4, 630, -508
31517, 787, 396, 3166, -88, 37, -17, 626, -507
31527, 761, 437, 3242, -50, 29, 0, 625, -505
31537, 750, 459, 3311, 27, 28, 25, 630, -503
31547, 719, 443, 3390, -22, 47, -18, 630, -499
31557, 708, 417, 3485, -51, 59, -31, 628, -494
31567, 722, 373, 3464, -45, 100, -35, 625, -486
31577, 766, 342, 3285, -42, 106, 1, 622, -480
31587, 720, 329, 3277, -35, 91, 33, 619, -474
31597, 734, 302, 3275, -64, 84, 18, 614, -469
31607, 723, 304, 3285, -103, 87, -2, 607, -463
31617, 724, 435, 3221, -134, 66, -29, 601, -459
31627, 722, 463, 3268, -117, 64, -60, 598, -455
31637, 752, 379, 3305, -151, 57, -82, 589, -452
31647, 689, 416, 3314, -69, 62, -50, 587, -448
31657, 711, 277, 3335, -104, 68, -53, 580, -443
31667, 696, 367, 3330, -54, 67, -27, 577, -438
31677, 694, 355, 3303, -35, 74, -27, 576, -433
31687, 734, 326, 3253, -24, 68, -19, 575, -430
31697, 777, 212, 3188, -7, 35, -23, 572, -430
31707, 770, 239, 3227, -127, -12, -55, 562, -433
31717, 775, 247, 3300, -47, -30, -6, 557, -436
31727, 743, 263, 3371, 32, -10, 41, 558, -438
31737, 660, 309, 3531, 102, 23, 65, 564, -434
31747, 729, 329, 3452, 127, 65, 74, 571, -431
31757, 734, 379, 3452, 115, 81, 56, 580, -426
31767, 730, 373, 3374, 79, 88, 34, 585, -421
31777, 751, 349, 3295, 41, 58, 25, 589, -419
31787, 707, 378, 3270, 2, 41, 9, 590, -417
31797, 699, 349, 3319, -40, 35, -7, 588, -415
31807, 722, 239, 3315, -62, 27, -35, 582, -414
31817, 792, 337, 3238, -29, 10, -28, 580, -416
31827, 729, 347, 3305, -7, 3, -5, 581, -417
31837, 677, 354, 3465, 2, 21, 14, 581, -414
31847, 680, 428, 3499, -18, 51, 24, 582, -411
31857, 665, 368, 3474, 86, 97, 58, 588, -404
31867, 673, 386, 3358, 85, 120, 40, 594, -396
31877, 757, 253, 3220, 17, 102, 6, 593, -392
31887, 693, 283, 3301, 34, 96, 24, 594, -386
31897, 773, 186, 3045, -10, 40, 3, 590, -387
31907, 784, 245, 3195, -103, 8, -2, 582, -390
31917, 712, 245, 3205, 3, 7, 20, 580, -391
31927, 661, 403, 3497, -74, 32, 28, 577, -388
31937, 724, 575, 3450, -51, 69, 0, 580, -385
31947, 744, 369, 3412, 28, 118, 14, 582, -379
31957, 678, 276, 3365, 64, 119, 20, 585, -372
31967, 581, 342, 3277, 87, 127, 58, 590, -362
31977, 774, 216, 3127, 133, 63, 94, 596, -362
31987, 734, 249, 3142, -19, 44, 23, 593, -362
31997, 626, 340, 3263, 106, 38, 53, 599, -359
32007, 716, 315, 3179, 125, 56, 79, 607, -357
32017, 577, 568, 3396, -11, 34, -5, 612, -353
32027, 663, 473, 3378, 22, 34, 0, 616, -351
32037, 605, 365, 3470, -56, 41, -51, 612, -347
32047, 665, 287, 3388, -111, 41, -64, 604, -345
32057, 676, 222, 3354, -115, 27, -41, 593, -344
32067, 678, 296, 3304, -127, 30, -38, 585, -343
32077, 635, 365, 3271, -60, 32, -7, 582, -341
32087, 618, 402, 3329, -28, 39, -24, 582, -338
32097, 656, 371, 3227, -44, 20, -48, 581, -337
32107, 669, 358, 3197, -86, -25, -72, 577, -340
32117, 618, 325, 3341, -130, -50, -85, 569, -342
32127, 591, 330, 3416, -126, -64, -64, 561, -345
32137, 561, 318, 3533, -114, -37, -47, 554, -344
32147, 623, 298, 3548, -65, 11, -24, 549, -343
32157, 637, 259, 3472, 19, 37, 2, 549, -340
32167, 662, 211, 3400, 42, 47, 25, 549, -338
32177, 611, 241, 3433, 22, 43, 30, 548, -334
32187, 645, 336, 3465, 74, 65, 46, 553, -330
32197, 603, 388, 3396, 95, 66, 37, 561, -325
32207, 534, 413, 3328, 12, 70, -8, 564, -318
32217, 609, 368, 3212, 10, 56, -5, 567, -315
32227, 609, 366, 3234, -7, 32, -14, 568, -312
32237, 635, 297, 3290, -31, 16, -16, 565, -312
32247, 614, 283, 3352, -39, 12, -9, 562, -311
32257, 625, 291, 3341, -23, 31, 3, 560, -309
32267, 596, 304, 3383, 57, 62, 42, 563, -305
32277, 628, 317, 3291, 90, 82, 43, 569, -300
32287, 634, 353, 3250, 25, 69, 14, 571, -297
32297, 600, 384, 3264, 77, 57, 36, 578, -293
32307, 592, 350, 3262, 72, 46, 22, 583, -290
32318, 607, 356, 3261, 11, 32, -40, 585, -288
32327, 567, 371, 3145, 62, 25, -34, 590, -286
32337, 634, 282, 3133, 17, -13, -49, 590, -288
32347, 691, 258, 3193, 6, -37, -41, 589, -293
32357, 628, 218, 3307, 16, -55, -8, 587, -297
32367, 592, 276, 3507, -27, -30, -15, 583, -298
32377, 625, 318, 3514, -10, -8, 1, 582, -298
32387, 592, 375, 3526, -27, 26, -11, 581, -296
32397, 652, 405, 3486, -36, 35, -32, 580, -295
32407, 614, 473, 3390, -7, 36, -20, 584, -293
32417, 561, 418, 3374, -37, 40, -66, 583, -289
32427, 590, 411, 3294, -25, 35, -72, 584, -286
32437, 598, 345, 3241, 18, 20, -32, 586, -285
32447, 601, 316, 3286, -53, 1, -61, 582, -285
32457, 610, 325, 3287, -22, -13, -46, 581, -286
32467, 609, 371, 3422, 31, -13, -15, 584, -287
32477, 610, 311, 3440, -22, 3, -36, 582, -287
32487, 651, 302, 3439, -1, 14, -22, 581, -287
32497, 626, 359, 3362, 23, 21, -14, 583, -286
32507, 636, 328, 3385, 63, 16, 2, 586, -286
32517, 646, 294, 3338, 46, 3, -3, 588, -287
32527, 594, 338, 3289, -32, -12, -38, 586, -288
32537, 595, 382, 3363, -23, -17, -22, 586, -289
32547, 667, 347, 3441, -16, 0, -18, 585, -290
32557, 661, 352, 3462, -17, 42, -15, 584, -289
32567, 659, 326, 3493, -54, 65, -35, 581, -286
32577, 661, 324, 3406, -1, 76, 7, 580, -283
32587, 647, 327, 3230, -21, -82, -47, 579, -289
32597, 617, 408, 3283, 174, 140, 52, 592, -281
32607, 603, 330, 3364, 82, 31, 3, 597, -279
32617, 616, 313, 3509, 142, 71, -6, 604, -275
32627, 680, 342, 3501, 147, 6, -11, 613, -277
32637, 678, 267, 3388, 119, 191, -24, 618, -267
32647, 697, 205, 3258, 107, 93, -21, 620, -265
32657, 654, 203, 3133, 92, 61, 8, 622, -263
32667, 613, 254, 3132, 6, 60, -18, 620, -261
32677, 537, 336, 3109, -5, 65, -5, 620, -256
32687, 441, 483, 3043, 34, 53, -8, 626, -249
32697, 462, 462, 3068, 10, 74, -33, 631, -241
32707, 441, 579, 3049, 22, 66, -43, 639, -234
32717, 560, 541, 3088, -13, 2, -46, 644, -234
32727, 594, 541, 3240, -42, -11, -54, 646, -236
32737, 563, 542, 3405, -64, -7, -47, 646, -236
32747, 603, 428, 3524, -104, 10, -83, 640, -236
32757, 645, 384, 3490, -59, 21, -81, 637, -237
32767, 673, 292, 3474, -41, 62, -73, 632, -236
32777, 663, 216, 3412, -47, 97, -75, 625, -232
32787, 606, 174, 3354, -49, 126, -59, 617, -226
32797, 601, 240, 3331, -53, 165, -64, 610, -217
32807, 628, 302, 3132, -4, 155, -40, 609, -210
32817, 619, 202, 3072, -2, 109, -32, 606, -206
32827, 615, 212, 3006, -23, 62, -26, 601, -204
32837, 560, 221, 3129, -18, 42, -16, 597, -202
32847, 502, 252, 3273, -16, 52, -13, 594, -198
32857, 426, 311, 3395, -27, 73, -28, 592, -191
32867, 442, 243, 3470, -36, 108, -34, 587, -182
32877, 386, 327, 3541, -33, 131, -39, 584, -170
32887, 438, 303, 3417, -39, 148, -17, 581, -159
32897, 457, 278, 3429, 17, 129, 34, 580, -150
32907, 439, 388, 3499, -42, 118, 27, 579, -141
32917, 402, 487, 3541, -9, 130, 12, 582, -130
32927, 366, 546, 3503, 70, 160, 27, 591, -117
32937, 333, 534, 3431, 97, 180, 25, 602, -103
32947, 353, 541, 3375, 45, 168, -18, 610, -89
32957, 318, 568, 3369, 46, 148, -24, 618, -77
32967, 291, 522, 3420, 8, 126, -46, 623, -65
32977, 352, 436, 3485, -36, 101, -68, 622, -56
32987, 378, 358, 3528, -64, 86, -63, 617, -50
32997, 421, 309, 3522, -26, 72, -35, 614, -45
33007, 489, 204, 3620, -71, 52, -27, 605, -44
33017, 475, 198, 3684, -82, 37, -4, 596, -43
33027, 496, 284, 3726, -55, 40, 23, 590, -42
33037, 444, 441, 3661, -8, 61, 17, 591, -39
33047, 412, 488, 3570, 9, 85, -10, 595, -33
33057, 399, 368, 3464, 21, 105, -22, 597, -26
33067, 497, 346, 3299, 3, 85, -16, 597, -24
33077, 538, 300, 3160, 32, 36, 27, 598, -25
33087, 490, 282, 3251, -7, -14, 34, 597, -28
33097, 444, 360, 3337, -7, -2, 43, 597, -29
33107, 413, 353, 3325, 5, 24, 28, 597, -28
33117, 442, 409, 3193, -11, 42, -3, 599, -26
33127, 486, 406, 3137, 49, 30, 30, 604, -27
